Width_x,Breadth_y,height_z,Pore_dia,Margin,No_holes_w,No_holes_b,No_holes_h,Shape_no,Porosity,Pore_area,Solid_volume,Volume,Total Surface Area,STL_file_name,shape_name
5,5,5,0.5,0.5,5,5,5,6,35.40530499,0.108253175,80.74336877,125,457.6309051,structure_HEXAGON_cube_5.00x5.00x5.00_holes5x5x5_pore0.500_thick_0.375x0.375x0.375_outthick_0.5.stl,HEXAGON
5,5,5,0.5,1,3,3,3,1,21.6,0.25,98,125,325.5,structure_SQUARE_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_0.75x0.75x0.75_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,3,3,3,2,17.38058546,0.196349541,103.2742682,125,294.1795253,structure_CIRCLE_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_0.75x0.75x0.75_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,3,3,3,3,7.733940084,0.162379763,115.3325749,125,289.9488779,structure_TRI_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_0.75x0.75x0.75_outthick_1.0.stl,TRI
5,5,5,0.5,1,3,3,3,4,11.475,0.164290973,110.65625,125,291.212094,structure_PENTAGON_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_0.75x0.75x0.75_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,3,3,3,5,13.53317218,0.125,108.0835348,125,293.7054938,structure_DIAMOND_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_0.75x0.75x0.75_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,3,3,3,6,14.66235162,0.108253175,106.6720605,125,293.9408735,structure_HEXAGON_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_0.75x0.75x0.75_outthick_1.0.stl,HEXAGON
5,5,5,0.5,0.5,4,4,4,1,35.19999828,0.25,81.00000215,125,413.9999986,structure_SQUARE_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.6666666666666665x0.6666666666666665x0.6666666666666665_outthick_0.5.stl,SQUARE
5,5,5,0.5,0.5,4,4,4,2,28.63707537,0.196349541,89.20365579,125,372.3908249,structure_CIRCLE_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.6666666666666665x0.6666666666666665x0.6666666666666665_outthick_0.5.stl,CIRCLE
5,5,5,0.5,0.5,4,4,4,3,13.13614935,0.162379763,108.5798133,125,380.4056962,structure_TRI_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.6666666666666665x0.6666666666666665x0.6666666666666665_outthick_0.5.stl,TRI
5,5,5,0.5,0.5,4,4,4,4,19.19999895,0.164290973,101.0000013,125,375.5878762,structure_PENTAGON_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.6666666666666665x0.6666666666666665x0.6666666666666665_outthick_0.5.stl,PENTAGON
5,5,5,0.5,0.5,4,4,4,5,22.56806342,0.125,96.78992072,125,377.833468,structure_DIAMOND_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.6666666666666665x0.6666666666666665x0.6666666666666665_outthick_0.5.stl,DIAMOND
5,5,5,0.5,0.5,4,4,4,6,24.36289804,0.108253175,94.54637745,125,376.3893271,structure_HEXAGON_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.6666666666666665x0.6666666666666665x0.6666666666666665_outthick_0.5.stl,HEXAGON
5,5,5,0.5,1,2,2,2,1,10.4,0.25,112,125,240,structure_SQUARE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,2,2,2,2,8.289970094,0.196349541,114.6375374,125,222.5615613,structure_CIRCLE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,2,2,2,3,3.590575947,0.162379763,120.5117801,125,216.7975783,structure_TRI_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,TRI
5,5,5,0.5,1,2,2,2,4,5.4,0.164290973,118.25,125,219.1248917,structure_PENTAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,2,2,2,5,6.387470609,0.125,117.0156617,125,220.7798501,structure_DIAMOND_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,2,2,2,6,6.94247677,0.108253175,116.321904,125,221.3501108,structure_HEXAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,HEXAGON
5,5,5,0.5,0.5,3,3,3,1,21.6,0.25,98,125,325.5,structure_SQUARE_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,SQUARE
5,5,5,0.5,0.5,3,3,3,2,17.38020237,0.196349541,103.274747,125,294.1788277,structure_CIRCLE_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,CIRCLE
5,5,5,0.5,0.5,3,3,3,3,7.733940065,0.162379763,115.3325749,125,289.9488779,structure_TRI_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,TRI
5,5,5,0.5,0.5,3,3,3,4,11.475,0.164290973,110.65625,125,291.212094,structure_PENTAGON_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,PENTAGON
5,5,5,0.5,0.5,3,3,3,5,13.53317217,0.125,108.0835348,125,293.7054938,structure_DIAMOND_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,DIAMOND
5,5,5,0.5,0.5,3,3,3,6,14.66235159,0.108253175,106.6720605,125,293.9408735,structure_HEXAGON_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,HEXAGON
5,5,5,0.5,1,2,2,2,1,10.4,0.25,112,125,240,structure_SQUARE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,2,2,2,2,8.289970094,0.196349541,114.6375374,125,222.5615613,structure_CIRCLE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,2,2,2,3,3.590575947,0.162379763,120.5117801,125,216.7975783,structure_TRI_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,TRI
5,5,5,0.5,1,2,2,2,4,5.4,0.164290973,118.25,125,219.1248917,structure_PENTAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,2,2,2,5,6.387470609,0.125,117.0156617,125,220.7798501,structure_DIAMOND_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,2,2,2,6,6.94247677,0.108253175,116.321904,125,221.3501108,structure_HEXAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,HEXAGON
5,5,5,0.5,0.5,3,3,3,1,21.6,0.25,98,125,325.5,structure_SQUARE_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,SQUARE
5,5,5,0.5,0.5,3,3,3,2,17.38020237,0.196349541,103.274747,125,294.1788277,structure_CIRCLE_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,CIRCLE
5,5,5,0.5,0.5,3,3,3,3,7.733940065,0.162379763,115.3325749,125,289.9488779,structure_TRI_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,TRI
5,5,5,0.5,0.5,3,3,3,4,11.475,0.164290973,110.65625,125,291.212094,structure_PENTAGON_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,PENTAGON
5,5,5,0.5,0.5,3,3,3,5,13.53317217,0.125,108.0835348,125,293.7054938,structure_DIAMOND_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,DIAMOND
5,5,5,0.5,0.5,3,3,3,6,14.66235159,0.108253175,106.6720605,125,293.9408735,structure_HEXAGON_cube_5.00x5.00x5.00_holes3x3x3_pore0.500_thick_1.25x1.25x1.25_outthick_0.5.stl,HEXAGON
5,5,5,0.5,1,2,2,2,1,10.4,0.25,112,125,240,structure_SQUARE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,2,2,2,2,8.289970094,0.196349541,114.6375374,125,222.5615613,structure_CIRCLE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,2,2,2,3,3.590575947,0.162379763,120.5117801,125,216.7975783,structure_TRI_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,TRI
5,5,5,0.5,1,2,2,2,4,5.4,0.164290973,118.25,125,219.1248917,structure_PENTAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,2,2,2,5,6.387470609,0.125,117.0156617,125,220.7798501,structure_DIAMOND_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,2,2,2,6,6.94247677,0.108253175,116.321904,125,221.3501108,structure_HEXAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,HEXAGON
5,5,5,0.5,0.5,2,2,2,1,10.4,0.25,112,125,240,structure_SQUARE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,SQUARE
5,5,5,0.5,0.5,2,2,2,2,8.289799794,0.196349541,114.6377503,125,222.5612511,structure_CIRCLE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,CIRCLE
5,5,5,0.5,0.5,2,2,2,3,3.590575926,0.162379763,120.5117801,125,216.7975783,structure_TRI_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,TRI
5,5,5,0.5,0.5,2,2,2,4,5.4,0.164290973,118.25,125,219.1248917,structure_PENTAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,PENTAGON
5,5,5,0.5,0.5,2,2,2,5,6.387470587,0.125,117.0156618,125,220.7798501,structure_DIAMOND_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,DIAMOND
5,5,5,0.5,0.5,2,2,2,6,6.942476748,0.108253175,116.3219041,125,221.3501108,structure_HEXAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,HEXAGON
5,5,5,0.5,1,2,2,2,1,10.4,0.25,112,125,240,structure_SQUARE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,2,2,2,2,8.289970094,0.196349541,114.6375374,125,222.5615613,structure_CIRCLE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,2,2,2,3,3.590575947,0.162379763,120.5117801,125,216.7975783,structure_TRI_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,TRI
5,5,5,0.5,1,2,2,2,4,5.4,0.164290973,118.25,125,219.1248917,structure_PENTAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,2,2,2,5,6.387470609,0.125,117.0156617,125,220.7798501,structure_DIAMOND_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,2,2,2,6,6.94247677,0.108253175,116.321904,125,221.3501108,structure_HEXAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_2.0x2.0x2.0_outthick_1.0.stl,HEXAGON
5,5,5,0.5,0.5,2,2,2,1,10.4,0.25,112,125,240,structure_SQUARE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,SQUARE
5,5,5,0.5,0.5,2,2,2,2,8.289799794,0.196349541,114.6377503,125,222.5612511,structure_CIRCLE_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,CIRCLE
5,5,5,0.5,0.5,2,2,2,3,3.590575926,0.162379763,120.5117801,125,216.7975783,structure_TRI_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,TRI
5,5,5,0.5,0.5,2,2,2,4,5.4,0.164290973,118.25,125,219.1248917,structure_PENTAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,PENTAGON
5,5,5,0.5,0.5,2,2,2,5,6.387470587,0.125,117.0156618,125,220.7798501,structure_DIAMOND_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,DIAMOND
5,5,5,0.5,0.5,2,2,2,6,6.942476748,0.108253175,116.3219041,125,221.3501108,structure_HEXAGON_cube_5.00x5.00x5.00_holes2x2x2_pore0.500_thick_3.0x3.0x3.0_outthick_0.5.stl,HEXAGON
12.7,12.7,12.7,0.5,0.5,23,23,23,2,"(12.699999809265137, 12.699999809265137, 12.699999809265137)",0.196349541,242.1357689,2048.382908,6200.320173,structure_CIRCLE_cube_12.70x12.70x12.70_holes23x23x23_pore0.500_thick_0.009090909090909038x0.009090909090909038x0.009090909090909038_outthick_0.5.stl,CIRCLE
